Name,Price,Color,Storage,Stars,Rating Score,Display,RAM,Battery,Back Camera,Release Date,SIM Support,Phone Dimensions,Phone Weight,Operating System,Screen Size,Screen Resolution,Screen Type,Screen Protection,Internal Memory,Card Slot,Processor,GPU,Type,Front Camera,Front Flash Light,Front Video Recording,Back Flash Light,Back Video Recording,Bluetooth,3G,4G/LTE,5G,Radio,WiFi,NFC,img_URL,brand,Popularity,RepairCost,Resale_value,Parts_availability
Vivo Y27,"46,799","Burgundy Black,Sea Blue",128GB - 6GB RAM,5,7 Ratings ,6.64 Inches,6 GB,5000 mAh,50 MP + 2 MP,8/24/2023,"Dual SIM (Nano-SIM, dual stand-by)",164.1 x 76.2 x 8.1 mm,190 g,Funtouch OS 13 (Based on Android 13),6.64 Inches,1080 x 2388 Pixels,LCD,no Data,128 GB,Yes,Octa-core Mediatek MT6769 Helio G85 (12nm),Mali-G52 MC2,5000 mAh,8 MP,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,no Data,https://images.priceoye.pk/vivo-y27-pakistan-priceoye-e19qd-500x500.webp,Vivo,85,9176.230923,42821.085,80
Jazz Digit Music 4G,"7,499","Black,Blue,Denim",STANDARD,5, 1 Ratings ,2.4 inches,512 MB,1700 mAh,Smart Camera,1/24/2022,Dual Sim 4G,no Data,no Data,Kai OS,2.4 inches,no Data,TFT,no Data,4 GB,Micro SD (upto 32GB),no Data,no Data,1700 mAh,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,no Data,Yes,No,https://images.priceoye.pk/jazz-digit-music-4g-pakistan-priceoye-l3qa5-500x500.webp,Jazz,70,2390.310576,6224.17,70
Infinix Hot 30,"30,099","Racing Black,Green,White","128GB - 8GB RAM,128GB - 4GB RAM",5,175 Ratings ,6.78 Inches,8 GB,5000 mAh,50 MP + 0.08 MP,8/29/2023,"Dual SIM (Nano-SIM, dual stand-by)",168.7 x 76.6 x 8.4 mm,196 g,"Android 13, XOS 12.6",6.78 Inches,1080 x 2460 Pixels,IPS LCD,no Data,128 GB,microSDXC (dedicated slot),Mediatek Helio G88 (12nm) Octa-core,Mali-G52 MC2,5000 mAh,8 MP,Yes,1080p@30fps,Yes,"1440p@30fps, 1080p@30fps",Yes,Yes,Yes,No,Yes,Yes,Yes,https://images.priceoye.pk/infinix-hot-30-pakistan-priceoye-qer8j-500x500.webp,Infinix,85,6191.728961,27540.585,80
GFive G251,"3,499","Black Blue,Black Red,Black Green,Black Orange,White Orange,White Blue",STANDARD,5, 1 Ratings ,2.4 Inches,Standard,3000 mAh,Digital Camera,3/9/2022,Dual Sim,no Data,no Data,Proprietary OS,2.4 Inches,no Data,no Data,no Data,Standard,Yes,no Data,no Data,3000 mAh,no Data,no Data,no Data,no Data,Yes,Yes,no Data,no Data,no Data,Yes,no Data,no Data,https://images.priceoye.pk/gfive-g251-pakistan-priceoye-zg7uu-500x500.webp,GFive,70,1123.382884,2904.17,70
Poco X6 Pro 5G,"122,099","Black,Yellow,Grey",512GB - 12GB RAM,5,42 Ratings ,6.67 Inches,12 GB,5000 mAh,64MP+8MP+2MP triple camera,1/18/2024,"Dual SIM, dual standby",160.5 x 74.3 x 8.3 mm,186 g,Android 14 OS,6.67 Inches,1220 x 2712 Pixels,AMOLED DotDisplay,no Data,512GB,No,Mediatek Dimensity 8300 Ultra,Mali G615,5000mAh,16MP,no Data,1080p 1920 × 1080 at 30fps/60fps720p 1280 × 720 at 30fps,Yes,4K 3840 × 2160 at 24fps/30fps1080p 1920 × 1080 at 30fps/60fps720p 1280 × 720 at 30fps,Yes,Yes,Yes,Yes,no Data,Yes,Yes,https://images.priceoye.pk/poco-x6-5g-pakistan-priceoye-kno5y-500x500.webp,Poco,70,30846.50435,103784.15,40
QMobile Music Ka Sultan,"3,799","Blue Black,Black Blue,Black Red,Black",STANDARD,5, 1 Ratings ,2.4 Inches,Standard,1800 mAh,Smart Camera,3/2/2023,Dual Sim,no Data,no Data,Proprietary OS,2.4 Inches,no Data,no Data,no Data,Standard,Yes,no Data,no Data,1800 mAh,no Data,no Data,no Data,no Data,Yes,Yes,no Data,no Data,no Data,Yes,no Data,no Data,https://images.priceoye.pk/qmobile-music-ka-sultan-pakistan-priceoye-6trgz-500x500.webp,QMobile,70,1219.042846,3191.16,70
Nokia 110 2022,"7,999",Charcoal Black,STANDARD,5, 1 Ratings ,1.77 inches,4MB RAM,1000 mAh,Yes,11/22/2023,"Dual SIM (Mini-SIM, dual stand-by)",no Data,no Data,proprietary,1.77 inches,120 x 160 pixels,"TFT LCD, 65K colors",no Data,32MB,microSDHC,no Data,no Data,"Li-Ion 1000 mAh, removable",No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,https://images.priceoye.pk/nokia-110-2022-pakistan-priceoye-ic2p4-500x500.webp,Nokia,70,2547.378461,6719.16,70
VGO TEL S10,"4,499","Blue,Black Green,Black,Blue Gold",STANDARD,5, 1 Ratings ,2.8 Inches,Standard,3000 mAh,VGA Rear Camera,10/6/2022,Dual Sim - Dual Standby,no Data,no Data,Proprietary OS,2.8 Inches,no Data,Bright Sreen,no Data,Standard,Yes,no Data,no Data,3000 mAh,no Data,no Data,no Data,Yes,Yes,Yes,no Data,no Data,no Data,Yes,no Data,no Data,https://images.priceoye.pk/vgo-tel-s10-pakistan-priceoye-kfzgb-500x500.webp,VGO,70,1441.845576,3734.17,70
VGO TEL Smart HI-FI,"5,324","Black Red,Black,Black Blue",STANDARD,5,5 Ratings ,2.8 Inches,512 MB,2950 mAh,VGA Camera,8/4/2022,Dual SIM - Dual Standby,138.5*58*15.8mm,no Data,Kai OS,2.8 Inches,no Data,QVGA Display,no Data,4 GB,Yes,Dual Core 1.2GHz,ARM Mali-400,2950 mAh,VGA Camera,no Data,Yes,Yes,Yes,Yes,Yes,no Data,no Data,Yes,Yes,no Data,https://images.priceoye.pk/vgo-tel-smart-hi-fi-pakistan-priceoye-7xdyn-500x500.webp,VGO,70,1703.708668,4418.92,70
VGO-TEL NEW 10,"12,000","Royal Orange,Morning Green,Matte Black",32GB - 2GB RAM,5,3 Ratings ,6.56 Inches,2 GB,4000 mAh,13 MP,3/21/2024,Dual Nano SIM + TF,164.3 x 76.1 x 8.9mm,no Data,Android,6.56 Inches,720 × 1600 Pixel,HD+ Waterdrop,no Data,32 GB,no Data,Mediatek MT6739WA,GE8100 450MHz,4000 mAh,5 MP,no Data,Yes,Yes,Yes,Yes,Yes,no Data,No,no Data,Yes,no Data,https://images.priceoye.pk/vgo-tel-new-10-pakistan-priceoye-8rw24-500x500.webp,VGO-TEL,70,3793.846154,10200,40
Dcode Cygnal,"21,499","Yale Blue,Midnight Gray,Starlight Cyan",32GB - 3GB RAM,5,7 Ratings ,6.52 Inches,3 GB,5000 mAh,13 MP AI Triple Camera,11/5/2021,Dual Sim,164.76 x 76.26 x 9.35 mm,193.6 gm,no Data,6.52 Inches,720 x 1600,IPS LCD,no Data,32 GB,SD Card upto 256 GB,MediaTek helio A20,IMG GE8300,5000 mAh,8 MP,No,Yes,Yes,Yes,Yes,Yes,Yes,No,no Data,Yes,no Data,https://images.priceoye.pk/dcode-cygnal-pakistan-priceoye-i4m9h-500x500.webp,Dcode,70,6679.172884,17629.18,70
Itel Vision 3,"16,299","Jewel Blue,Multicolor Green,Deep Ocean Black","32GB - 2GB RAM,64GB - 3GB RAM",5,31 Ratings ,6.6 Inches,3 GB,5000 mAh,8MP Dual Rear camera,3/8/2022,Dual Nano SIM,no Data,no Data,Android™ 11,6.6 Inches,720 x 1600 pixels,IPS LCD,no Data,64 GB,microSDXC,"Octa-core, 1.6 GHz",no Data,5000mAh Battery,5 MP,No,Yes,Yes,1080p@30fps,Yes,Yes,Yes,No,Yes,Yes,No,https://images.priceoye.pk/itel-vison-3-pakistan-priceoye-g7qez-500x500.webp,Itel,70,5112.566884,13528.17,70
VGO TEL NEW 20,"18,299","Blue,Grey",64GB - 4GB RAM,5,15 Ratings ,6.52 inches,4 GB,5000 mAh,13MP+2MP+2MP,7/15/2022,Triple Card Slot,164 x 75.8 x 9.1mm,no Data,Android 11,6.52 inches,720×1600 pixel,IPS (Drop Notch),no Data,64 GB,Supports up to 256GB,Mediatek Helio A25,IMG GE8320,5000mAh built-in,8 MP,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,https://images.priceoye.pk/vgo-tel-new-20-pakistan-priceoye-l67yz-500x500.webp,VGO,70,5718.799961,15188.17,70
Dcode Bold 3 Pro,"39,999","White,Mint Green",128GB - 8GB RAM,5,68 Ratings ,6.7 inches,16 GB (8GB + 8GB Extended RAM),5000 mAh,50MP AI triple camera,12/6/2023,"Nano SIM card, Dual SIM, Dual Standby",no Data,180g,Android v13,6.7 inches,1080 x 2412 pixels,"AMOLED, 120HZ",Gorilla Finish,128 GB,microSD,Octa core,no Data,5000mAh,16 MP,no Data,1080p@30fps,LED flash,1080P@30fps,Yes,Yes,Yes,No,Yes,Yes,Yes,https://images.priceoye.pk/dcode-bold-3-pro-pakistan-priceoye-ev9rv-500x500.webp,Dcode,70,11999.72308,33599.16,70
Club Mobile Music 400,"3,299","Green,Black",STANDARD,5, 1 Ratings ,no Data,Standard,4000 mAh,Yes,8/26/2023,Yes,no Data,no Data,Proprietary OS,no Data,no Data,no Data,no Data,Standard,no Data,no Data,no Data,4000 mAh,No,No,No,No,Yes,No,No,No,No,no Data,Yes,No,https://images.priceoye.pk/club-mobile-music-400-pakistan-priceoye-kdhw6-500x500.webp,Club,70,1059.551884,2771.16,70
Club Mobile Ali Baba,"2,699","Black,Dark Blue,Dark Red",STANDARD,5, 1 Ratings ,1.77 Inches,Standard,1000 mAh,Smart Camera,12/28/2022,Dual Sim,no Data,no Data,Proprietary OS,1.77 Inches,no Data,LCD Display,no Data,Standard,Yes,no Data,no Data,1000 mAh,no Data,no Data,no Data,no Data,Yes,Yes,no Data,no Data,no Data,Yes,no Data,no Data,https://images.priceoye.pk/club-mobile-ali-baba-pakistan-priceoye-4xx38-500x500.webp,Club,70,867.781961,2240.17,70
me Mobile M6310,"2,749","Sky Blue,Black Black,Dark Blue,Blackish Green",STANDARD,5,3 Ratings ,1.8 inches,Standard,1200 mAh,Yes,8/22/2022,Dual SIM,no Data,no Data,Proprietary OS,1.8 inches,no Data,QVGA,no Data,Supproted Upto 32GB,Standard,no Data,no Data,1200 mAh,No,No,No,Yes,VGA camera,Yes,No,No,No,Yes,No,No,https://images.priceoye.pk/me-mobile-m6310-pakistan-priceoye-paedg-500x500.webp,me,70,883.7786533,2281.67,70
E-Tachi E200,"3,799","Blue Black,Black Blue,Gold Black,White Red,White Orange",STANDARD,5,2 Ratings ,2.4 Inches,Standard,3200 mAh,Smart Camera,12/22/2022,Dual Sim,128.8*53*13.8,no Data,Proprietary OS,2.4 Inches,no Data,QVGA Display,no Data,Standard,Yes,no Data,no Data,3200 mAh with Super Battery Mode,no Data,no Data,no Data,Yes,Yes,Yes,no Data,no Data,no Data,Yes,no Data,no Data,https://images.priceoye.pk/e-tachi-e200-pakistan-priceoye-t5v3a-500x500.webp,E-Tachi,70,1219.042846,3153.17,70
me Mobile Magic Sound,"2,699","Green,Dark Blue,Black Red",STANDARD,5, 1 Ratings ,1.8 Inches,no Data,1200 mAh,Yes,7/5/2022,Dual Sim,no Data,no Data,no Data,1.8 Inches,no Data,no Data,no Data,no Data,Yes,no Data,no Data,1200mAh Battery,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,https://images.priceoye.pk/me-mobile-magic-sound-pakistan-priceoye-yos8p-500x500.webp,me,70,867.781961,2240.17,70
Realme 9 Pro Plus,"95,999","Sunrise Blue,Aurora Green",128GB - 8GB RAM,5,184 Ratings ,6.4 Inches,8 GB,4500 mAh,50 MP + 8 MP + 2 MP,3/1/2022,"Dual SIM (Nano-SIM, dual stand-by)",160.2 x 73.3 x 8 mm,182 g,"Android 12, Realme UI 3.0",6.4 Inches,1080 x 2400 pixels,"Super AMOLED Capacitive Touchscreen, 16M Colors, Multitouch",Corning Gorilla Glass 5,128 GB,No,MediaTek Dimensity 920 5G (6 nm),Mali-G68 MC4,"(Li-Po Non removable), 4500 mAh",16 MP,No,"1080p@30fps, gyro-EIS",Yes,"4K@30fps, 1080p@30/60/120/480fps, 720p@960fps, gyro-EIS",Yes,Yes,Yes,Yes,No,Yes,No,https://images.priceoye.pk/realme-9-pro-plus-pakistan-priceoye-sft3r-500x500.webp,Realme,70,25698.24923,79679.17,70
me Mobile Magic Star Pro,"2,699","Black Gold,Black",STANDARD,5, 1 Ratings ,1.8 Inches,Standard,1200 mAh,Smart Camera,8/4/2022,Dual Sim,no Data,no Data,Proprietary OS,1.8 Inches,no Data,no Data,no Data,Standard,Yes,no Data,no Data,1200 mAh,no Data,no Data,no Data,no Data,Yes,Yes,no Data,no Data,no Data,Yes,no Data,no Data,https://images.priceoye.pk/me-mobile-magic-star-pro-pakistan-priceoye-3okds-500x500.webp,me,70,867.781961,2240.17,70
Tecno Camon 18 Premier,"74,999","Summer Breeze,Polar Night",256GB - 8GB RAM,5,44 Ratings ,6.7 inches,8 GB,4750 mAh,64MP + 12MP  + 08MP,11/20/2021,"Dual SIM (Nano-SIM, dual stand-by)",163.8 x 75.9 x 8.2 mm,200.6 g,"Android 11, HIOS 8.0",6.7 inches,1080 x 2400 pixels,120Hz FHD+ AMOLED Display,no Data,256 GB,microSDXC (dedicated slot),Mediatek Helio G96,Mali-G57 MC2,"Li-Po 4750 mAh, non-removable",32 MP,Yes,1080p@30fps,Yes,"4K@30fps, 1080p@30fps, gyro-EIS",Yes,Yes,Yes,No,FM radio,Yes,Yes,https://images.priceoye.pk/tecno-camon-18-premier-pakistan-priceoye-5qbz6-500x500.webp,Tecno,70,20985.34038,61499.18,70
Xiaomi 12,"199,999","Purple,Grey,Blue",256GB - 12GB RAM,5,15 Ratings ,6.28 inches,12 GB,4500 mAh,50 MP + 13 MP + 5 MP,1/30/2022,"Dual Sim, Dual Standby (Nano-SIM)",152.7 x 69.9 x 8.16 mm,180g,"MIUI 13, android 12",6.28 inches,1080 x 2400 pixels,"AMOLED Capacitive Touchscreen, 1B, Multitouch",Corning Gorilla Glass Victus,128 GB,No,Snapdragon 8 Gen 1,Qualcomm® Adreno™ GPU,"Li-Po 4500 mAh, non-removable",32 MP,No,"1080p@30/60fps, 720p@120fps",Yes,"8K@24fps (HDR10), 4K@30fps (HDR10+), 1080p@30/120/240/960fps, 720p@1920fps, gyro-EIS",Yes,Yes,Yes,Yes,No,Yes,Yes (market/region dependent),https://images.priceoye.pk/xiaomi-12-pakistan-priceoye-rkh6o-500x500.webp,Xiaomi,70,41538.36923,165999.17,70
Xiaomi 13T Pro,"229,999","Meadow Green,Alpine Blue,Black",512GB - 12GB RAM,5, 1 Ratings ,6.67 Inches,12 GB,5000 mAh,50 MP + 50 MP + 12 MP,9/26/2023,"Dual SIM (Nano-SIM, dual stand-by)",162.2 x 75.7 x 8.5 mm,200 g,"Android 13, MIUI 14",6.67 Inches,1220 x 2712 Pixels,FHD+ AMOLED,Corning Gorilla Glass 5,512 GB,No,Mediatek Dimensity 9200+,Immortalis-G715 MC11,5000 mAh,20 MP,No,"1080p@30fps, HDR10+",Yes,"8K@24fps, 4K@24/30/60fps, 4K/1080p@30fps HDR10+, 1080p@30/60/120/240fps; 10-bit LOG, gyro-EIS",Yes,Yes,Yes,Yes,No,Yes,Yes,https://images.priceoye.pk/xiaomi-13t-pro-pakistan-priceoye-qc2xi-500x500.webp,Xiaomi,70,43788.40385,193199.16,70
Infinix Hot 30i,"22,549","White,Glacier Blue,Mirror Black,Marigold","128GB - 4GB RAM,128GB - 8GB RAM",5,32 Ratings ,6.6 inches,4 GB,5000 mAh,13 MP Dual Camera,8/12/2023,Dual Sim,no Data,no Data,Android v12,6.6 inches,720 x 1612  Pixels,90 Hz Display with Water Drop Notch,no Data,128 GB,no Data,"Octa Core, 2.3 GHz Processor",Helio G37,5000 mAh,8 MP,no Data,Yes,Yes,Yes,Yes,Yes,Yes,No,no Data,Yes,no Data,https://images.priceoye.pk/infinix-hot-30i-pakistan-priceoye-1f42d-500x500.webp,Infinix,85,4736.82073,20632.335,80
Xiaomi Redmi Note 12S,"74,999","Onyx Black,Ice Blue,Pearl Green",256GB - 8GB RAM,5,6 Ratings ,6.43 Inches,8 GB,5000 mAh,108 MP + 8 MP + 2 MP,9/15/2023,"Dual SIM (Nano-SIM, dual stand-by)",159.9 x 73.9 x 8.1 mm,176 g,"Android 13, MIUI 14",6.43 Inches,1080 x 2400 Pixels,AMOLED,no Data,256 GB,microSDXC (dedicated slot),Mediatek Helio G96 (12 nm) Octa-core,Mali-G57 MC2,5000 mAh,16 MP,no Data,1080p@30fps,Yes,1080p@30fps,Yes,Yes,Yes,No,no Data,Yes,Yes (market/region dependent),https://images.priceoye.pk/xiaomi-pakistan-priceoye-3fvlq-500x500.webp,Xiaomi,70,20985.34038,62999.16,70
Infinix Hot 12,"23,299","Lucky Green,Legend White,Horizon Blue,Origin Blue,Racing Black","64GB - 4GB RAM,128GB - 6GB RAM,128GB - 4GB RAM",5,199 Ratings ,6.82 Inches,4/6 GB,5000 mAh,13MP + 2MP + AI Lens,5/15/2022,"Dual Sim, Dual Standby (Nano-SIM)",170.47 x 77.60 x 8.32 mm,194.9 g,Android 12,6.82 Inches,720 x 1612 pixels,"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch",no Data,64/128GB,"microSD Card, (supports up to 512GB)",MediaTek Helio G85 (12nm) - T616,Arm Mali-G52,"(Li-Po Non removable), 5000 mAh",8 MP,Yes,Yes,Yes,1440p@30fps,Yes,Yes,Yes,No,Yes,Yes,No,https://images.priceoye.pk/infinix-hot-12-pakistan-priceoye-h3v6l-500x500.webp,Infinix,85,4884.290346,21085.595,80
Samsung Galaxy A53 5G,"121,999","Awesome Blue,Awesome Black,Awesome White,Awesome Peach",128GB - 8GB RAM,5,142 Ratings ,6.5 Inches,8 GB,5000 mAh,64 MP + 12 MP + 5 MP + 5 MP,12/27/2021,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",159.6 x 74.8 x 8.1 mm,189 g,"Android 12, One UI 4.1",6.5 Inches,1080 x 2400 Pixels,"Super AMOLED, 120Hz",no Data,128 GB,microSDXC,Octa-core (2.4 GHz & 2.0 GHz),no Data,"Li-Po 5000 mAh, non-removable",32 MP,No,"4K@30fps, 1080p@30fps",Yes,"4K@30fps, 1080p@30/60fps; gyro-EIS",Yes,Yes,Yes,Yes,No,Yes,Yes (market/region dependent),https://images.priceoye.pk/samsung-galaxy-a53-pakistan-priceoye-fq782-500x500.webp,Samsung,90,18628.37923,116509.045,90
Nokia 150 (2020),"9,499","Cyan,Red,Black",STANDARD,5,19 Ratings ,2.4 inches,No,1020 mAh,VGA,5/29/2020,"Dual SIM (Mini-SIM, dual stand-by)",132 x 50.5 x 15 mm,90.5 g,No,2.4 inches,240 x 320 pixels,"TFT, 65K colors",No,4MB Built-in,Yes,No,No,Removable Li-Ion 1020 mAh battery,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,https://images.priceoye.pk/nokia-150-2020-pakistan-priceoye-3uikk-500x500.webp,Nokia,70,3016.851346,7694.19,60
Nokia 110 4G,"5,999","Yellow,Black,Charcoal,Aqua Blue",STANDARD,5,6 Ratings ,1.8 inches,128MB RAM,1020 mAh,VGA,7/15/2021,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",121 x 50 x 14.5 mm,84.5 g,no Data,1.8 inches,120 x 160 pixels,"TFT, 65K colors",no Data,48MB,microSDHC,no Data,no Data,"Li-Ion 1020 mAh, removable",No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,https://images.priceoye.pk/nokia-110-4g-pakistan-priceoye-vhs4l-500x500.webp,Nokia,70,1917.376153,4919.18,70
Gionee Q23,"3,299","Black,Black Red",STANDARD,5, 1 Ratings ,2.4 Inches,Standard,1700 mAh,Smart Camera,2/10/2023,Dual Sim,no Data,no Data,Proprietary OS,2.4 Inches,no Data,QVGA Screen,no Data,Standard,Yes,no Data,no Data,1700 mAh,no Data,no Data,no Data,no Data,Yes,Yes,no Data,no Data,no Data,Yes,no Data,no Data,https://images.priceoye.pk/gionee-q23-pakistan-priceoye-dlevg-500x500.webp,Gionee,70,1059.551884,2771.16,70
Tecno Spark 9T,"27,999","Quantam Black,Burano Blue,Particle Silver,Vitality Green","64GB - 4GB RAM,128GB - 4GB RAM",5,8 Ratings ,6.56 inches,4 GB,5000 mAh,13MP + 2MP + QVGA,3/6/2023,"Dual SIM (Nano-SIM, dual stand-by)",164.3 x 75.6 x 8.7 mm,no Data,"Android 12, HIOS 8.6",6.56 inches,720 x 1600 pixels,"IPS LCD, 90Hz",no Data,64/128,microSDXC,Helio G37 (12 nm),PowerVR GE8320,"Li-Po 5000 mAh, non-removable",32 MP,Yes,1080p@30fps,Yes,1080p@30fps,Yes,Yes,Yes,No,Yes,Yes,No,https://images.priceoye.pk/tecno-spark-9t-pakistan-priceoye-8wmmq-500x500.webp,Tecno,70,8593.555384,23519.16,70
Apple iPhone 13,"334,999","Alpine Green,Midnight,Starlight,Blue,Red,Pink","128GB,256GB,512GB",5,6 Ratings ,6.1 Inches,6GB,3240 mAh,12 MP + 12MP,9/24/2021,Dual SIM (nano‑SIM and eSIM),146.7 x 71.5 x 7.7 mm,174 g,IOS 15,6.1 Inches,1170 x 2532 Pixels,"Super Retina XDR OLED Capacitive Touchscreen, Multitouch","Scratch-resistant ceramic glass, oleophobic coating",128/256/512 GB,No,Apple A15 Bionic (5 nm),Apple GPU (4-core graphics),Li-Ion 3240 mAh,12 MP,No,1080p@30/60/120/240fps,Yes,"4K@24/25/30/60fps, 1080p@30/60/120fps, gyro-EIS",Yes,Yes,Yes,Yes,No,Yes,Yes,https://images.priceoye.pk/apple-iphone-13-pakistan-priceoye-n6uie-500x500.webp,Apple,95,50249.85,322436.5375,90
Itel 5026,"5,249","Blue,Peacook Green,Black",STANDARD,5,21 Ratings ,2.4 inches,32 MB,1200 mAh,VGA,7/20/2010,"Dual Sim, Dual Standby",no Data,200 g,No,2.4 inches,320 x 240 pixels,Quarter QVGA,No,32 MB,Yes,1 MHz Processor,No,"1200 mAh, Li-ion Battery Removable",No,No,No,Yes,Yes,Yes,No,No,no Data,No,No,No,https://images.priceoye.pk/itel-5026-pakistan-priceoye-fvxck-500x500.webp,Itel,70,1679.935384,3726.79,40
Tecno POP 5 LTE,"17,299","Turquoise Cyan,Deepsea Luster,Ice Blue","32GB - 2GB RAM,32GB - 3GB RAM",5,90 Ratings ,6.52 inches,2 GB,5000 mAh,8 MP + Q Dual Camera,11/15/2021,no Data,164.87 x 76.09 x 8.75,no Data,Android 11 (Go edition),6.52 inches,1600 x 720,HD + Drop Screen Display,no Data,32 GB,"microSD Card, (supports up to 256GB)","SC9863, Octa-core 1.6 GHz",no Data,Li-Po 5000 mAh,5 MP,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,no Data,Yes,No,https://images.priceoye.pk/tecno-pop-5-lte-pakistan-priceoye-da728-500x500.webp,Tecno,70,5416.260346,14185.18,70
Tecno Camon 19 Neo,"41,999","Eco Black,Ice,Green",128GB - 6GB RAM,5,333 Ratings ,6.8 inches,6GB RAM,5000 mAh,48 MP + 2 MP + QVGA,7/6/2022,"Dual SIM (Nano-SIM, dual stand-by)",168.8 x 76.9 x 8.5 mm,no Data,"Android 12, HIOS 8.6",6.8 inches,1080 x 2460 pixels,IPS LCD,no Data,128GB,Unspecified,MediaTek Helio G85,Mali-G52 MC2,"Li-Po 5000 mAh, non-removable",32 MP,Yes,1080p@30fps,Yes,1080p@30fps,Yes,Yes,Yes,No,Yes,Yes,Yes,https://images.priceoye.pk/tecno-camon-19-neo-pakistan-priceoye-0wu2d-500x500.webp,Tecno,70,12551.26385,34859.17,70
Tecno Pop 5,"17,299","Ice Lake Green,Ice Blue,Obsidian Black",32GB - 2GB RAM,5,39 Ratings ,6.1 inches,1/2 GB,4000 mAh,5 MP + VGA,7/26/2021,"Dual SIM (Nano-SIM, dual stand-by)",157.7 x 75.7 x 9.55 mm,no Data,"Android 10 (Go edition), HIOS",6.1 inches,720 x 1560 pixels,IPS LCD,no Data,16/32 GB,microSDXC,1.3 GHz Quad-Core,no Data,"Li-Po 4000 mAh, non-removable",5 MP,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,https://images.priceoye.pk/tecno-pop-5-pakistan-priceoye-j3dye-500x500.webp,Tecno,70,5416.260346,14185.18,70
Vivo Y100,"59,999","Crystal Black,Breeze Green",256GB - 8GB RAM,5, 1 Ratings ,6.67 Inches,256 GB,5000 mAh,50MP +2MP,4/30/2024,Dual sim,no Data,186g,Funtouch OS 14,6.67 Inches,2400*1080,AMOLED 120 HZ,no Data,16GB(8GB Extendable RAM),no Data,Snapdragon 685,no Data,5000mAh,8MP,no Data,no Data,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,https://images.priceoye.pk/vivo-y100-pakistan-priceoye-felpy-500x500.webp,Vivo,85,11307.53846,55499.075,50
Vivo Y02t,"22,499","Sunset Gold,Orchid Blue,Cosmic Gray","64GB - 4GB RAM,128GB - 4GB RAM",5,18 Ratings ,6.51 inches,4 GB,5000 mAh,8 MP,7/13/2023,Sing SIM / Dual SIM Dual Standby (DSDS),163.99 × 75.63 × 8.49 mm,186 g,no Data,6.51 inches,1600 × 720,LCD (IPS),no Data,64 GB,no Data,Helio P35,no Data,5000 mAh,5 MP,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,https://images.priceoye.pk/vivo-y02t-pakistan-priceoye-jnvsl-500x500.webp,Vivo,85,4726.966346,20586.585,80
Xiaomi Poco X5 Pro,"105,999","Astral Black,Horizon Blue,Poco Yellow",256GB - 8GB RAM,5,7 Ratings ,6.67 inches,8 GB,5000 mAh,108 MP + 8 MP + 2 MP,2/6/2023,"Dual SIM (Nano-SIM, dual stand-by)",162.9 x 76 x 7.9 mm,181 g,"Android 12, MIUI 14",6.67 inches,1080 x 2400 pixels,"AMOLED, 1B colors, 120Hz, Dolby Vision, HDR10+, 500 nits (typ), 900 nits (HBM)",Corning Gorilla Glass 5,256 GB,No,Qualcomm SM7325 Snapdragon 778G 5G,Adreno 642 L,"Li-Po 5000 mAh, non-removable",16 MP,no Data,1080p@30/60fps,Yes,"4K@30fps, 1080p@30/60/120fps, gyro-EIS",Yes,Yes,Yes,Yes,No,Yes,Yes (market/region dependent),https://images.priceoye.pk/xiaomi-poco-x5-pro-pakistan-priceoye-jsvp1-500x500.webp,Xiaomi,70,27763.64538,89039.16,70
Infinix Hot 12i,"34,299","Racing Black,Horizon Blue,Haze Green,Champagne Gold",64GB - 4GB RAM,5,23 Ratings ,6.6 Inches,4 GB,5000 mAh,13MP + 2MP + 2MP,5/15/2022,"Dual Sim, Dual Standby (Nano-SIM)",164.80 x 76.40 x 8.75mm,190 g,Android™ 11,6.6 Inches,720 x 1612 Pixels,"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch",no Data,64 GB,"microSD Card, (supports up to 512GB)",MediaTek Helio A22,PowerVR GE8320,"(Li-Po Non removable), 5000 mAh",8 MP,Yes,1080p@30fps,Yes,1080p@30fps,Yes,Yes,Yes,No,Yes,Yes,No,https://images.priceoye.pk/infinix-hot-12i-pakistan-priceoye-rhgme-500x500.webp,Infinix,85,6972.61073,31040.595,80
